Issue Type,Priority,Issue key,Issue id,Summary,Assignee,Reporter,Status,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Custom field (Found in Build),Created,Resolution
Defect,3 - Medium,PLAT-21633,22433327,"[EUS000214-87]Successful message is not displaying after clicking on Save or OK or Update button when updating values in related page(ex:update score, threshold, etc)",AManayangath,santharampothiraj,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.3.1.6,18/Aug/2017 04:37 PM,
Defect,3 - Medium,PLAT-21540,22433509,Filtering persisting across alerts,carolinetoland,chriscargo,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,n/a,22/Aug/2017 02:03 PM,
Defect,3 - Medium,PLAT-21573,22433953,CLONE - Error during acq when updating the “badTable”,Pnolan,CGinty,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Database,,,,,7.1.1.14,29/Aug/2017 03:10 PM,
Defect,3 - Medium,PLAT-21577,22434011,Error when passing credentials to REST service,BNiemienionek,BNiemienionek,Resolved,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.4.0.10,30/Aug/2017 09:58 AM,Fixed
Defect,3 - Medium,PLAT-21585,22434202,CLONE - LDAP User Replication error on 7.3.1.6,,achopra,New,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.3.1.6,01/Sep/2017 06:52 AM,
Defect,3 - Medium,PLAT-21590,22434292,Missing CreateObjectGraphQueryAction in the Query Data Action type field,BNiemienionek,BNiemienionek,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.4,7.6,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.11,04/Sep/2017 07:29 AM,Fixed
Defect,3 - Medium,PLAT-21591,22434357,Input data in the Text Normalization Test Screen not allow multiple lines,AManayangath,GRusso,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.49,04/Sep/2017 12:12 PM,
Defect,3 - Medium,PLAT-21596,22434556,Index for multivalue column including values which do not satisfy the filter condition,AManayangath,ASomani,New,,,,,,,,,,,,,,,,,,,,,,,6.7.0,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.0.14,06/Sep/2017 06:02 AM,
Defect,3 - Medium,PLAT-21601,22434788,Transliteration not working due to Hibernate mapping issue,AManayangath,BPrincen,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.45,07/Sep/2017 09:59 AM,
Defect,3 - Medium,PLAT-21632,22434963,CLONE - Standalone server deployments do not come packaged with JavaMail jars,Pnolan,patrickbyrne,New,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.1,08/Sep/2017 03:51 PM,
Defect,3 - Medium,PLAT-21644,22435357,CLONE - Spell check on Notes is not working in IE but works in Chrome,Pnolan,HGough,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4,14/Sep/2017 02:28 PM,
Defect,3 - Medium,PLAT-21663,22435682,Expression evaluation issue (double equals sign in returned results),Pnolan,KStramowski,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,7.5.0.0-a2,20/Sep/2017 11:00 AM,
Defect,3 - Medium,PLAT-21675,22435893,"suppressDuplicateAlerts uses the level ID to determine if a risk level has changed, is this correct?",EBaggott,mauricedarley,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,7.1.1.6,22/Sep/2017 09:24 AM,
Defect,3 - Medium,PLAT-21684,22436144,NullPointer Exception in DHCDistribution when message profile key is null,TMurphy,briannolan,New,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.3.1.5,26/Sep/2017 05:42 PM,
Defect,3 - Medium,PLAT-21716,22436620,CLONE - ALM 1693 - ANZCB008 needs to be changed to a monthly scenario and tag all transactions,EBaggott,ciankivlehan,New,,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,6.7.2.12,03/Oct/2017 07:26 AM,
Defect,3 - Medium,PLAT-21737,22436758,NullPointer exception in Alert Tagging when datasourceless profile field and cross view profiling is used in scenario definition,EBaggott,MvanLaere1,New,,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,6.7.2.17,04/Oct/2017 12:09 PM,
Defect,3 - Medium,PLAT-21748,22436882,Standalone SM GUI errors in 7.4,EBaggott,VSavkoor,New,,,,,,,,,,,,,,,,,,,,,,,7.3.1,7.4,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.4.0.11,05/Oct/2017 02:26 PM,
Defect,3 - Medium,PLAT-21750,22436892,Typo in ' Audit Logging' Data Action name,Pnolan,PKilmartin,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a2,05/Oct/2017 03:41 PM,
Defect,3 - Medium,PLAT-21756,22437083,CLONE - Insecure Configuration of Cookie Attributes,RNathan,RNathan,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,NR Search,,,,,7.3.1.6,08/Oct/2017 09:50 PM,Fixed
Defect,3 - Medium,PLAT-21786,22437599,System error occured when trying to edit Risk Level,TMurphy,ilona.drezek,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,7.4.0.13,16/Oct/2017 11:47 AM,
Defect,3 - Medium,PLAT-21790,22437684,Missing information in Scenario Manager UI Guide 7.4,TMurphy,ilona.drezek,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,N/A,17/Oct/2017 08:37 AM,
Defect,3 - Medium,PLAT-21791,22437685,No option in code to create second level subquery,AManayangath,prashanthshyamprasad,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,7.2.,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1.1.6,17/Oct/2017 08:43 AM,
Defect,3 - Medium,PLAT-21798,22437823,Not consistent definition of CDD Risk Levels,EBaggott,SSzarkowicz,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,7.2,18/Oct/2017 07:44 AM,
Defect,3 - Medium,PLAT-21806,22438066,NPE is thrown when calling RESTJSON Query Action without External Connector being declared in the data action config screen.,rafal.pienkowski,kslawinski,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.11,19/Oct/2017 12:47 PM,
Defect,3 - Medium,PLAT-21871,22438777,Error displayed when editing screen from 'Edit Section' screen,Pnolan,KStramowski,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a7,26/Oct/2017 11:12 AM,
Defect,3 - Medium,PLAT-21876,22438849,"CLONE - [BAE370] Paging results error: When previous paging button is selected, all higher pages disappear. ",BYang,jacquelynperrotti,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.26,26/Oct/2017 08:52 PM,
Defect,3 - Medium,PLAT-21882,22439107,Buttons not reachable through tabbing,Pnolan,susiecullen,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a7,31/Oct/2017 12:35 PM,
Defect,3 - Medium,PLAT-21911,22439688,Swift parsing helper looks for only the starting colon of a tag name but not the ending one,AManayangath,prashanthshyamprasad,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1.1.8,08/Nov/2017 09:48 AM,
Defect,3 - Medium,PLAT-21914,22439760,Entities are unlocked in the middle of a workflow,Pnolan,JGutierrezRuiz,New,,,,,,,,,,,,,,,,,,,,,,,6.5.2,7.1.,7.2.,,,,,,,,,,,,,,,,,,,,Other,,,,,7.2.1.23 ,08/Nov/2017 03:13 PM,
Defect,3 - Medium,PLAT-21963,22440614,CLONE - Command and Control report's export functionality exports any date field as mm/dd/yyyy instead of dd/mm/yyyy,Pnolan,phoebemau,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.2.1.45,16/Nov/2017 02:45 PM,
Defect,3 - Medium,PLAT-21968,22440833,Issue with initialization of the external connector parameters for REST query action,BNiemienionek,BNiemienionek,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.4,7.5,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.5.0.0-a11,20/Nov/2017 09:19 AM,Fixed
Defect,3 - Medium,PLAT-21971,22440903,CLONE - ANZ Sanctions - [ALM#196]-Linked alerted having concurrency issue while hitting 'Release' button at the same time,AManayangath,sangarganesan,New,,,,,,,,,,,,,,,,,,,,,,,6.7.0,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.0.14,21/Nov/2017 03:04 AM,
Defect,3 - Medium,PLAT-21973,22441002,Domain hierarchy tree is incorrectly implemented for Queues. ,Pnolan,kslawinski,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,7.4.0.11,22/Nov/2017 11:41 AM,
Defect,3 - Medium,PLAT-22013,22442007,Restarting an application server clears-down all user sessions on all servers in a clustered deployment.,Pnolan,NBresnan,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.2.0.14,05/Dec/2017 01:53 PM,
Defect,3 - Medium,PLAT-22034,22442214,Shared List Management doesn't access domains other than Top Level,Pnolan,thierryfortin,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.4.0.9,07/Dec/2017 12:14 PM,
Defect,3 - Medium,PLAT-22037,22442320,Incorrect handling of multiple level of deleted permission,Pnolan,TRomano,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.53,08/Dec/2017 10:42 AM,
Defect,3 - Medium,PLAT-22045,22442424,Remove configuration blockers for the P&C solution,BNiemienionek,BNiemienionek,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,NR Visualizer,,,,,7.5.0.0,11/Dec/2017 07:50 AM,Fixed
Defect,3 - Medium,PLAT-22049,22442535,CLONE - CLONE - JASNR1.3.3: CatchAll field mapped to also existing xml tag nm and lglnttyidr ,AManayangath,CMurphy,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Services Manager,Watchlist Manager,,,,7.2.1.49,12/Dec/2017 03:00 PM,
Defect,3 - Medium,PLAT-22053,22442624,IE Crashes when an error on the homepage recurssively prints,Pnolan,sianjones,New,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.3.1.4,13/Dec/2017 11:35 AM,
Defect,3 - Medium,PLAT-22059,22442851,Missing configuration in persistence.xml,JVanAms,DFlanagan,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.5.0.2,15/Dec/2017 02:46 PM,Fixed
Defect,3 - Medium,PLAT-22066,22443198,"CLONE - After swift 2017 changes, swift 2017 messages elements 111,121 processed through (SAA 7.1.40/FLTS 7.1)  is not captured completely in netreveal",EFitzgerald,achopra,Assigned,7.5,,,,,,,,,,,,,,,,,,,,,,6.1.2,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.1.2.125,21/Dec/2017 06:16 AM,
Defect,3 - Medium,PLAT-22076,22443668,Cross filter Chart and Legend overlap making it hard to read. ,Pnolan,EFitzgerald,New,,,,,,,,,,,,,,,,,,,,,,,7.4,7.5,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5,05/Jan/2018 03:59 PM,
Defect,3 - Medium,PLAT-22080,22444081,CLONE - WCAG2.0 - Guideline 2.1.1 Keyboard Accessibility,KenLoo,KenLoo,Resolved,7.6,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.0.1.6,11/Jan/2018 02:32 PM,Fixed
Defect,3 - Medium,PLAT-22081,22444176,Snapshot Feature not functioning ,VSavkoor,joewang,Need More Info,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1,12/Jan/2018 08:20 PM,
Defect,3 - Medium,PLAT-22097,22445237,WLM List Metrics - recording list loads multiple times,AManayangath,UBrell,New,,,,,,,,,,,,,,,,,,,,,,,7.1.,7.2.,7.3,7.4,7.5,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1.1.6,01/Feb/2018 03:51 PM,
Defect,3 - Medium,PLAT-22106,22445722,DBCombinedStatement.getStatements doesn’t properly handle double quotes inside single quotes,AShaw,persolberg1,New,,,,,,,,,,,,,,,,,,,,,,,6.7.2,7.3,,,,,,,,,,,,,,,,,,,,,Database,Other,,,,6.7.2.15,09/Feb/2018 10:14 AM,
Defect,3 - Medium,PLAT-22118,22446150,"Change in C1,C2,C3 & C4 UPDATE_CATEGORY at WC",AManayangath,achopra,New,,,,,,,,,,,,,,,,,,,,,,,7.0.,7.2.,7.3,7.4,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.4.0.14,18/Feb/2018 10:44 PM,
Defect,3 - Medium,PLAT-22120,22446232,Issue while loading project vertical workflow configuration,Pnolan,IKhalili,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,7.4.9,20/Feb/2018 09:27 AM,
Defect,3 - Medium,PLAT-22138,22447173,CLONE - Free Text Search: Too much entities found,Pnolan,SSzarkowicz,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,7.4,,,,,,,,,,,,,,,,,,,,,NR Search,,,,,7.2.1,05/Mar/2018 01:43 PM,
Defect,3 - Medium,PLAT-22139,22447227,CLONE - Issues with Collection Formatter Field,Pnolan,sangarganesan,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.4,06/Mar/2018 06:47 AM,
Defect,3 - Medium,PLAT-22143,22447452,Field styles are missing after copying section,Pnolan,ilona.drezek,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.6,08/Mar/2018 02:01 PM,
Defect,3 - Medium,PLAT-22147,22447484,"[EUS000214-176]phase2_In “Scoring/Screening message page, the Sender Score and Recipient Score value is displaying as decimal instead of percentage in Exports.xls page",Pnolan,VSavkoor,Assigned,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.6,08/Mar/2018 07:15 PM,
Defect,3 - Medium,PLAT-22145,22447578,Resolve issues found by SonarQube in the PMML commit,GYennu,DBranley,Resolved,7.6,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.6,09/Mar/2018 11:31 PM,Fixed
Defect,3 - Medium,PLAT-22148,22447830,Wrong query to revert LDAP activation,Pnolan,TRomano,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.2.1.53,14/Mar/2018 08:46 AM,
Defect,3 - Medium,PLAT-22151,22448028,"Missing the ""Encrypt or Decrypt user logins"" update action type description",Pnolan,TRomano,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.53,16/Mar/2018 08:26 AM,
Defect,3 - Medium,PLAT-22169,22449490,Unable to open Help in version 7.5/4.7,ilona.drezek,ilona.drezek,Resolved,7.4,7.5,7.6,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5,10/Apr/2018 10:56 AM,Fixed
Defect,3 - Medium,PLAT-22176,22450231,Import Export in Application exporting job failed sometimes,Pnolan,KWeclewski,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.5.0.6,20/Apr/2018 09:54 AM,
Defect,3 - Medium,PLAT-22177,22450313,CLONE - [PLAT] Send Notification - show all users groups in the drop down,Pnolan,michellehartnett,New,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1,22/Apr/2018 07:36 PM,
Defect,3 - Medium,PLAT-22178,22450314,Risk dropdown in the application to be updated with correct order of values,Pnolan,archanasundararajan,New,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1,22/Apr/2018 07:46 PM,
Defect,3 - Medium,PLAT-22180,22450452,CLONE - WLM Configuration Import Failure - importSettings failed - importSettings failed - null,AManayangath,AHMTalib,Need More Info,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.4.0.14,24/Apr/2018 03:05 PM,
Defect,3 - Medium,PLAT-22194,22451550,All groups in the system are available in manage subscribers screen for aml admin user,CBandara,archanasundararajan,New,,,,,,,,,,,,,,,,,,,,,,,7.4,7.5,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.14,14/May/2018 01:41 PM,
Defect,3 - Medium,PLAT-22195,22451691,CLONE - Defect #32 - Release 2 - Administration - Admin user is not able to terminate session of another user,Pnolan,sallymaloney,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.4.0.14,15/May/2018 05:13 PM,
Defect,3 - Medium,PLAT-22209,22452083,CR-LF rule is not working as expected,GJat,GJat,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.53,22/May/2018 04:15 AM,
Defect,3 - Medium,PLAT-22212,22452672,"LDAP error handling incorrectly reports caught 52e as ""incorrect password""",Pnolan,CMurphy,New,,,,,,,,,,,,,,,,,,,,,,,7.1.,7.2.,7.3,7.4,7.5,,,,,,,,,,,,,,,,,,Other,,,,,7.1,31/May/2018 10:24 AM,
Defect,3 - Medium,PLAT-22213,22452864,Unable to launch Scenario Manager DUX AML ,JPerek,jayarnaiz,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.5.0.7,05/Jun/2018 04:14 AM,
Defect,3 - Medium,PLAT-22216,22453248,Documentation [APPS 4.7 Installation Guide - JBoss 7(External)] - JBoss 7 user name is explicitly hardcoded in the jboss command to be executed,PKilmartin,kslawinski,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Other,,,,,n/a,12/Jun/2018 10:25 AM,
Defect,3 - Medium,PLAT-22218,22453563,WLM alerts didn't rollback previously failed WLM screening job,AManayangath,hteong,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.5.0.6,15/Jun/2018 05:13 PM,
Defect,3 - Medium,PLAT-22227,22454771,Decode problem on profile for card,TMurphy,muhammad.rieza,New,,,,,,,,,,,,,,,,,,,,,,,6.6.2,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,6.6.2.14,06/Jul/2018 05:11 AM,
Defect,3 - Medium,PLAT-22231,22455010,"null ""outoforderalert"" attribute for autamically migrated purgatory alerts",EBaggott,MvanLaere1,New,,,,,,,,,,,,,,,,,,,,,,,7.1.,7.2.,7.3,7.4,7.5,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.4.0.14,11/Jul/2018 08:47 AM,
Defect,3 - Medium,PLAT-22236,22455460,CLONE - Graph not displaying values,Pnolan,rajatsud,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.50,16/Jul/2018 04:54 PM,
Defect,3 - Medium,PLAT-22245,22455883,CLONE - EIM Historical data sources,AHMTalib,azaruddinchehassan,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,7.6.0.4,24/Jul/2018 09:51 AM,
Defect,3 - Medium,PLAT-22257,22457035,URL length of 255 for external connectors not long enough,EBaggott,ABriffett,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Batch Bridge,,,,,P&C EIM EAR 3.0.4-a11-SNAPSHOT,08/Aug/2018 10:30 AM,
Defect,3 - Medium,PLAT-22264,22457328,FLTS Upgrade - Intermittent Issue,HSong,muhammad.rieza,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.53,13/Aug/2018 06:47 AM,
Defect,3 - Medium,PLAT-22271,22458033,CLONE - Code injected via XSS allows an attacker to perform a variety of actions in the context of the victims browser.,Pnolan,RNathan,New,8.1,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.4.0.15,21/Aug/2018 05:47 AM,
Defect,3 - Medium,PLAT-22272,22458073,CLONE - Defect on SWIFT 2018 NarrativeWithOptionsTransformer,MJoyce,KOngMentKiat,New,,,,,,,,,,,,,,,,,,,,,,,6.7.2,7.6,7.7,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.7.0.1,21/Aug/2018 09:19 AM,
Defect,3 - Medium,PLAT-22282,22458534,CLONE - [SWIFT 2018] 77B SWIFT Field Tag transformation captured incorrect data,MJoyce,juehusaimi,New,,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.2.12 (and merged from a 7.7 tag)),27/Aug/2018 08:53 AM,
Defect,3 - Medium,PLAT-22300,22458879,KeyGenerator - performance issues,Pnolan,hteong,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,Services Manager,,,,Apps 4.7,29/Aug/2018 02:40 PM,
Defect,3 - Medium,PLAT-22284,22458887,Create Group throws error,karthiksanthoji,karthiksanthoji,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,APPS 4.7,29/Aug/2018 04:24 PM,
Defect,3 - Medium,PLAT-22285,22458890,C&C - Dates are shown in the wrong order on the graphs for Reports AML004/AML017/AML033.,Pnolan,karthiksanthoji,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,APPS 4.7,29/Aug/2018 04:38 PM,
Defect,3 - Medium,PLAT-22286,22458892,Inconsistent text formatting on charts,Pnolan,karthiksanthoji,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,APPS 4.7,29/Aug/2018 04:42 PM,
Defect,3 - Medium,PLAT-22287,22458897,"""clearReplacements"" button parameter not supported by WorkflowActionButtonController ",Pnolan,karthiksanthoji,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,APPS 4.7,29/Aug/2018 05:24 PM,
Defect,3 - Medium,PLAT-22288,22458921,CLONE - Information Disclosure - Detailed Error Messages,RNathan,RNathan,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.4.0.15,30/Aug/2018 08:42 AM,
Defect,3 - Medium,PLAT-22289,22458924,[NMB-11] - FLTS Password  for SWIFT 7.2,ASharma,niallconnolly,New,,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.2.14,30/Aug/2018 09:08 AM,
Defect,3 - Medium,PLAT-22290,22458992,[GEL-156] Will NetReveal update the country name display of Swaziland to Eswatini as per DowJones update Aug 2018,AManayangath,samuel.rompas,New,,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.2.15,31/Aug/2018 07:44 AM,
Defect,3 - Medium,PLAT-22291,22459005,AlertID missing from SNA Alert audit log messages ,Pnolan,RGACooke,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.4.0.11,31/Aug/2018 09:07 AM,
Defect,3 - Medium,PLAT-22298,22459225,"CLONE - Defect ID#695 - Reports made using Bar Chart, an extra blank column that contains no data is shown in Chart View. This column does not appear in Summary View",Pnolan,yosuva.arulanthu,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5,04/Sep/2018 11:56 AM,
Defect,3 - Medium,PLAT-22309,22460064,CLONE - Current Alert Tagging Job Does Not Support Combination Profiles,,MJoyce,New,6.7.2,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,6.7.2,14/Sep/2018 01:43 AM,
Defect,3 - Medium,PLAT-22310,22460363,C&C applet displayed despite system parameter being disabled,Pnolan,EClarke,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.5.0.3,17/Sep/2018 05:04 PM,
Defect,3 - Medium,PLAT-22320,22462546,CLONE - [SWIFT 2018] Defect with NarrativeStructuredTransformer for tags 72Z and 77,MJoyce,KOngMentKiat,New,,,,,,,,,,,,,,,,,,,,,,,6.7.0,7.6,7.7,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.0.14,11/Oct/2018 12:40 AM,
Defect,3 - Medium,PLAT-22420,22462561,CLONE - Command and Control Chart Group Bar Report,Pnolan,ZHtet,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,4.6.0.1,11/Oct/2018 05:19 AM,
